word,phonetic,translation,definition,pos,exchange,frequency
admire,әd'maiә,"vt. 赞美, 钦佩, 爱慕\nvi. 称赞, 惊奇",v. feel admiration for\nv. look at with admiration,,p:admired/d:admired/i:admiring/3:admires,3277
admired,əd'maɪəd,"v. 羡慕, 赞美；钦佩（admire的过去分词）\na. 受人钦佩的；感到羡慕的",s. regarded with admiration,,0:admire/1:pd/p:admired/d:admired,20971
admirer,әd'maiәrә,"n. 钦佩者, 仰慕者, 求爱者",n. a person who admires; someone who esteems or respects or approves\nn. someone who admires a young woman,,s:admirers,9570
admires,ədˈmaiəz,v. 赞赏( admire的第三人称单数 ); 称赞; 欣赏; <美口>想要,v feel admiration for\nv look at with admiration,,0:admire/1:3,
admiring,әd'maiәriŋ,"a. 赞赏的, 钦佩的, 羡慕的",v feel admiration for\nv look at with admiration,,0:admire/1:i/i:admiring,15911
admit,әd'mit,"vt. 承认, 接受, 允许进入, 容许\nvi. 开向, 容许, 承认","v. declare to be true or admit the existence or reality or truth of\nv. allow to enter; grant entry to\nv. allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of\nv. afford possibility",,p:admitted/d:admitted/3:admits/i:admitting,1089
admitted,әd'mitid,"a. 被承认了的, 公认的","v declare to be true or admit the existence or reality or truth of\nv allow to enter; grant entry to\nv allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of\nv admit into a group or community\nv afford possibility\nv give access or entr",,0:admit/1:pd/d:admitted/p:admitted,23188
admitting,,v. 承认（admit的ing形式）,"v declare to be true or admit the existence or reality or truth of\nv allow to enter; grant entry to\nv allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of\nv admit into a group or community\nv afford possibility\nv give access or entr",,0:admit/1:i/i:admitting,17479
adopt,ә'dɒpt,"vt. 采用, 正式通过, 收养, 接受\n[医] 采取","v. choose and follow; as of theories, ideas, policies, strategies or plans\nv. take up and practice as one's own\nv. take into one's family",,d:adopted/p:adopted/i:adopting/3:adopts,1632
adopted,ә'dɒptid,"a. 被收养的, 被采用的",a. acquired as your own by free choice,,0:adopt/1:dp/p:adopted/d:adopted,10543
adoption,ә'dɒpʃәn,"n. 采用, 采纳, 收养\n[法] 收养, 采纳, 采用",n. the act of accepting with approval; favorable reception\nn. a legal proceeding that creates a parent-child relation between persons not related by blood; the adopted child is entitled to all privileges belonging to a natural child of the adoptive parents (including the right to inherit),,s:adoptions,3674
adoration,.ædә'reiʃәn,"n. 崇拜, 爱慕",n. the act of admiring strongly\nn. the worship given to God alone,,s:adorations,16233
adorned,,被修饰的,imp. & p. p. of Adorn,,0:adorn/1:dp,
advantage,əd'vɑːntɪdʒ,n. 优势；利益；有利条件\nvi. 获利\nvt. 有利于；使处于优势,,,s:advan-tages,
advantages,,(advan-tage 的复数) n. 优势；利益；有利条件\nvi. 获利\nvt. 有利于；使处于优势,plural of advan-tage,,0:advan-tage/1:s,
advance,әd'vɑ:ns,"n. 前进, 进展, 行过的路程\nvi. 前进, 进展, 提高, 上涨\nvt. 使前进, 促进, 提出, 提高, 使提前, 预付\na. 前面的, 预先的","n. an amount paid before it is earned\nn. increase in price or value\nv. move forward, also in the metaphorical sense\nv. bring forward for consideration or acceptance",,s:advances/d:advanced/p:advanced/i:advancing/3:advances,2296
advanced,әd'vɑ:nst,"a. 在前的, 高级的, 先进的, 年老的\n[法] 预付的, 预支的, 垫付的",s. farther along in physical or mental development\ns. comparatively late in a course of development\ns. ahead of the times\ns. at a higher level in training or knowledge or skill,,0:advance/1:dp/p:advanced/d:advanced,2797
advancement,әd'vɑ:nsmәnt,"n. 前进, 进步, 提升\n[医] 徙前术",n. gradual improvement or growth or development,,s:advancements,6629
advances,,"n. 作友好表示, 求爱, 献殷勤\n[机] 提早, 前进","n a movement forward\nn a change for the better; progress in development\nn a tentative suggestion designed to elicit the reactions of others\nn the act of moving forward (as toward a goal)\nn an amount paid before it is earned\nn increase in price or value\nv move forward, also in the metaphorical ",,0:advance/1:s3,
advantageous,.ædvәn'teidʒәs,"a. 有利的, 有益的",a. giving an advantage\ns. appropriate for achieving a particular end; implies a lack of concern for fairness,,,14081
adventure,әd'ventʃә,"n. 冒险, 冒险经历\nv. 冒险",n. a wild and exciting undertaking (not necessarily lawful),,s:adventures/i:adventuring/p:adventured/3:adventures/d:adventured,2862
adventures,ədˈventʃəz,n. 冒险活动( adventure的名词复数 ); 冒险经历; 奇遇,n a wild and exciting undertaking (not necessarily lawful)\nv take a risk in the hope of a favorable outcome\nv put at risk,,1:s3/0:adventure,
advice,әd'vais,"n. 忠告, 劝告, 意见, 报道, 通知\n[经] 通知书, 通知, 建议",n. a proposal for an appropriate course of action,,,1641
advisable,әd'vaizәbl,"a. 适当的, 明智的",a. worthy of being recommended or suggested; prudent or wise,,,18573
advise,әd'vaiz,"vt. 劝告, 给...出主意, 通知, 建议\nvi. 提意见, 商量",v. inform (somebody) of something,,d:advised/p:advised/i:advising/3:advises,2552
advised,әd'vaizd,"a. 考虑过的, 知情的\n[法] 考虑过的, 经过考虑的, 得到消息的",s. having received information,,0:advise/1:dp/p:advised/d:advised,
advising,,v. 劝告；通知；建议（advise的ing形式）,"v give advice to\nv inform (somebody) of something\nv make a proposal, declare a plan for something",,0:advise/1:i/i:advising,
affability,.æfә'biliti,"n. 和蔼, 谦恭有礼, 亲切",n. a disposition to be friendly and approachable (easy to talk to),,,33389
affable,'æfәbl,"a. 和蔼可亲的, 友善的, 亲切的, 慈祥的",s. diffusing warmth and friendliness,,,16207
affair,ә'fєә,"n. 事件, 事务, 恋爱事件",n. a usually secretive or illicit sexual relationship\nn. a vaguely specified social event,,s:affairs,1364
affairs,,"n. 事务, 事宜；风流韵事",n. transactions of professional or public interest,,0:affair/1:s,
affect,ә'fekt,"vt. 影响, 感动, 假装, 模仿, 爱好, 倾向于\nn. 自觉感情",n. the conscious subjective aspect of feeling or emotion\nv. have an effect upon\nv. act physically on; have an effect upon\nv. have an emotional or cognitive impact upon,,d:affected/i:affecting/3:affects/p:affected/s:affects,963
affectation,.æfek'teiʃәn,"n. 假装, 做作, 矫情\n[医] 矫饰, 矫情",n. a deliberate pretense or exaggerated display,,s:affectations,23010
affected,ә'fektid,"a. 假装的, 做作的, 受影响的",a. acted upon; influenced\na. speaking or behaving in an artificial way to make an impression,,0:affect/1:dp/d:affected/p:affected,9017
affection,ә'fekʃәn,"n. 影响, 病, 喜爱, 情感, 倾向\n[医] 疾患, 病变, 病; 感情",n. a positive feeling of liking,,s:affections,5137
affectionate,ә'fekʃәnәt,"a. 深情的, 充满情爱的",s. having or displaying warmth or affection,,,12111
affectionately,ә'fekʃәnitli,"adv. 挚爱地, 亲切地",r with affection,,,14360
affections,əˈfekʃənz,n. 喜爱( affection的复数形式 ); <心>感情喜爱爱慕之情; 病,n. a positive feeling of liking,,0:affection/1:s,
affinity,ә'finiti,"n. 吸引, 姻亲关系, 类同\n[化] 亲合力; 亲合能; 亲合势; 近似; 类似",n. (immunology) the attraction between an antigen and an antibody\nn. (anthropology) kinship by marriage or adoption; not a blood relationship\nn. (biology) state of relationship between organisms or groups of organisms resulting in resemblance in structure or structural parts\nn. a close connection,,s:affinities,9246
affirmative,ә'fә:mәtiv,"a. 肯定的, 赞成的, 积极的\nn. 肯定语",n. a reply of affirmation\na. affirming or giving assent\ns. expecting the best,,s:affirmatives,5022
afflicting,ə'fliktiŋ,a. 痛苦的\nv. 使苦恼（afflict的ing形式）,"p. pr. & vb. n. of Afflict\na. Grievously painful; distressing; afflictive; as, an\n   afflicting event. -- Af*flict""ing*ly, adv.",,0:afflict/1:i,
affliction,ә'flikʃәn,"n. 苦恼, 折磨, 苦恼的事由",n. a state of great suffering and distress due to adversity\nn. a condition of suffering or distress due to ill health\nn. a cause of great suffering and distress,,s:afflictions,13678
afford,ә'fɒ:d,"vt. 买得起, 足以, 给予",v. be able to spare or give up\nv. have the financial means to do something or buy something\nv. afford access to,,d:afforded/3:affords/p:afforded/i:affording,1846
afforded,ə'fɔːd,"vt. 给予, 提供；买得起\nn. (Afford)人名；(英)阿福德",imp. & p. p. of Afford,,0:afford/1:dp,
affording,ə'fɔːd,"vt. 给予, 提供；买得起\nn. (Afford)人名；(英)阿福德",p. pr. & vb. n. of Afford,,0:afford/1:i,
affords,əˈfɔ:dz,v. 买得起( afford的第三人称单数 ); 担负得起; 提供; 给予,v be able to spare or give up\nv be the cause or source of\nv have the financial means to do something or buy something\nv afford access to,,0:afford/1:3,
affront,ә'frʌnt,"n. 公开侮辱, 轻蔑\nvt. 公开侮辱, 冒犯, 面对","n a deliberately offensive act or something producing the effect of deliberate disrespect\nv treat, mention, or speak to rudely",,d:affronted/p:affronted/s:affronts/i:affronting/3:affronts,16245
affronted,,a. 被冒犯的；被侮辱的,"v treat, mention, or speak to rudely",,0:affront/1:dp/p:affronted/d:affronted,40522
afore,ә'fɒ:,adv. 在前\nprep. 在...前,"adv. Before.\nadv. In the fore part of a vessel.\nprep. Before (in all its senses).\nprep. Before; in front of; farther forward than; as, afore the\n   windlass.",,,34172
afraid,ә'freid,"a. 害怕的, 恐怕的, 遗憾的",a. filled with fear or apprehension\ns. filled with regret or concern; used often to soften an unpleasant statement\ns. feeling worry or concern or insecurity\ns. having feelings of aversion or unwillingness,,,1400
afresh,ә'freʃ,adv. 重新,r. again but in a new or different way,,,25436
after,'ɑ:ftә,"prep. 在...之后, 由于\nconj. 在...之后\nadv. 后来",s. located farther aft\nr. behind or in the rear,,,120
afternoon,ɑːftə'nuːn,n. 午后，下午,,,,
afterward,'ɑːftəwəd,adv. 以后，后来,,,,
afterwards,'ɑːftəwədz,adv. 后来；然后,,,,
again,ә'gein,"adv. 再一次, 又, 到原处",r. anew,,,184
against,ә'geinst,"prep. 反对, 对着, 倚靠","prep. Abreast; opposite to; facing; towards; as, against the\n   mouth of a river; -- in this sense often preceded by over.\nprep. From an opposite direction so as to strike or come in\n   contact with; in contact with; upon; as, hail beats against the roof.\nprep. In opposition to, whether the oppo",,,180
agitated,'ædʒiteitid,"a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的\n[医] 激越的",a. troubled emotionally and usually deeply\na. physically disturbed or set in motion,,0:agitate/1:dp/d:agitated,12974
agitating,,"a. (使人)不安的, (进行)鼓动的\n[化] 搅拌; 搅动","v try to stir up public opinion\nv cause to be agitated, excited, or roused\nv exert oneself continuously, vigorously, or obtrusively to gain an end or engage in a crusade for a certain cause or person; be an advocate for\nv move very slightly\nv move or cause to move back and forth\nv change the ar",,0:agitate/1:i,
agitation,.ædʒi'teiʃәn,"n. 激动, 焦虑, 煽动, 搅动, 摇动\n[化] 搅拌; 搅拌作用",n. a mental state of extreme emotional disturbance\nn. a state of agitation or turbulent change or development\nn. the feeling of being agitated; not calm,,s:agitations,12905
agitations,,"(agitation 的复数) n. 激动, 焦虑, 煽动, 搅动, 摇动\n[化] 搅拌; 搅拌作用",plural of agitation\nn. a mental state of extreme emotional disturbance\nn. a state of agitation or turbulent change or development\nn. the feeling of being agitated; not calm,,0:agitation/1:s,
agonies,'ægənɪ,n. 苦恼；极大的痛苦；临死的挣扎,pl.  of Agony,,0:agony/1:s,
agony,'ægәni,"n. 极大的痛苦, 挣扎\n[医] 濒死苦闷; 剧痛",n. intense feelings of suffering; acute mental or physical pain\nn. a state of acute pain,,s:agonies,7577
agree,ә'gri:,"vi. 同意, 赞成, 应允, 适合\nvt. 承认, 认定, 同意","v. be in accord; be in agreement\nv. consent or assent to a condition, or agree to do something\nv. show grammatical agreement\nv. be agreeable or suitable",,d:agreed/p:agreed/3:agrees/i:agreeing,514
agreeable,ә'griәbl,"a. 令人愉快的, 同意的\n[医] 佳适的",a. conforming to your own liking or feelings or nature\ns. prepared to agree or consent,,,13667
agreeably,ә'griәbli,adv. 令人愉快地,r in an enjoyable manner,,,27235
agreed,ә'ɡri:d,a. 同意的；通过协议的,s. united by being of the same opinion,,0:agree/1:dp/p:agreed/d:agreed,16194
agreeing,,v. 同意（agree的ing形式）,p. pr. & vb. n. of Agree,,0:agree/1:i/i:agreeing,
agreement,ә'gri:mәnt,"n. 同意, 合约, 协议\n[经] 契约, 协议, 协定",n. the statement (oral or written) of an exchange of promises\nn. compatibility of observations\nn. harmony of people's opinions or actions or characters\nn. the thing arranged or agreed to,,s:agreements,1059
